,Day-ahead price [EUR/MWh],datetime
2022-01-05 12:00:00+01:00,198.63,2022-01-05 12:00:00+01:00
2022-01-05 13:00:00+01:00,200.0,2022-01-05 13:00:00+01:00
2022-01-05 14:00:00+01:00,220.0,2022-01-05 14:00:00+01:00
2022-01-05 15:00:00+01:00,215.0,2022-01-05 15:00:00+01:00
2022-01-05 16:00:00+01:00,228.7,2022-01-05 16:00:00+01:00
2022-01-05 17:00:00+01:00,299.0,2022-01-05 17:00:00+01:00
2022-01-05 18:00:00+01:00,315.25,2022-01-05 18:00:00+01:00
2022-01-05 19:00:00+01:00,251.03,2022-01-05 19:00:00+01:00
2022-01-05 20:00:00+01:00,181.1,2022-01-05 20:00:00+01:00
2022-01-05 21:00:00+01:00,227.8,2022-01-05 21:00:00+01:00
2022-01-05 22:00:00+01:00,141.45,2022-01-05 22:00:00+01:00
2022-01-05 23:00:00+01:00,140.0,2022-01-05 23:00:00+01:00
2022-01-06 00:00:00+01:00,225.0,2022-01-06 00:00:00+01:00
2022-01-06 01:00:00+01:00,187.87,2022-01-06 01:00:00+01:00
2022-01-06 02:00:00+01:00,218.0,2022-01-06 02:00:00+01:00
2022-01-06 03:00:00+01:00,188.0,2022-01-06 03:00:00+01:00
2022-01-06 04:00:00+01:00,199.9,2022-01-06 04:00:00+01:00
2022-01-06 05:00:00+01:00,187.0,2022-01-06 05:00:00+01:00
2022-01-06 06:00:00+01:00,215.56,2022-01-06 06:00:00+01:00
2022-01-06 07:00:00+01:00,228.25,2022-01-06 07:00:00+01:00
2022-01-06 08:00:00+01:00,250.0,2022-01-06 08:00:00+01:00
2022-01-06 09:00:00+01:00,292.55,2022-01-06 09:00:00+01:00
2022-01-06 10:00:00+01:00,268.67,2022-01-06 10:00:00+01:00
2022-01-06 11:00:00+01:00,231.9,2022-01-06 11:00:00+01:00
2022-01-06 12:00:00+01:00,226.0,2022-01-06 12:00:00+01:00
2022-01-06 13:00:00+01:00,209.2,2022-01-06 13:00:00+01:00
2022-01-06 14:00:00+01:00,216.06,2022-01-06 14:00:00+01:00
2022-01-06 15:00:00+01:00,230.77,2022-01-06 15:00:00+01:00
2022-01-06 16:00:00+01:00,245.95,2022-01-06 16:00:00+01:00
2022-01-06 17:00:00+01:00,274.11,2022-01-06 17:00:00+01:00
2022-01-06 18:00:00+01:00,273.44,2022-01-06 18:00:00+01:00
2022-01-06 19:00:00+01:00,219.1,2022-01-06 19:00:00+01:00
2022-01-06 20:00:00+01:00,218.58,2022-01-06 20:00:00+01:00
2022-01-06 21:00:00+01:00,203.31,2022-01-06 21:00:00+01:00
2022-01-06 22:00:00+01:00,184.7,2022-01-06 22:00:00+01:00
2022-01-06 23:00:00+01:00,136.48,2022-01-06 23:00:00+01:00
2022-01-07 00:00:00+01:00,128.92,2022-01-07 00:00:00+01:00
2022-01-07 01:00:00+01:00,127.98,2022-01-07 01:00:00+01:00
2022-01-07 02:00:00+01:00,115.93,2022-01-07 02:00:00+01:00
2022-01-07 03:00:00+01:00,107.42,2022-01-07 03:00:00+01:00
2022-01-07 04:00:00+01:00,107.3,2022-01-07 04:00:00+01:00
2022-01-07 05:00:00+01:00,117.59,2022-01-07 05:00:00+01:00
2022-01-07 06:00:00+01:00,153.61,2022-01-07 06:00:00+01:00
2022-01-07 07:00:00+01:00,189.3,2022-01-07 07:00:00+01:00
2022-01-07 08:00:00+01:00,229.9,2022-01-07 08:00:00+01:00
2022-01-07 09:00:00+01:00,255.0,2022-01-07 09:00:00+01:00
2022-01-07 10:00:00+01:00,240.0,2022-01-07 10:00:00+01:00
2022-01-07 11:00:00+01:00,245.4,2022-01-07 11:00:00+01:00
2022-01-07 12:00:00+01:00,210.08,2022-01-07 12:00:00+01:00
2022-01-07 13:00:00+01:00,240.0,2022-01-07 13:00:00+01:00
2022-01-07 14:00:00+01:00,233.06,2022-01-07 14:00:00+01:00
2022-01-07 15:00:00+01:00,224.37,2022-01-07 15:00:00+01:00
2022-01-07 16:00:00+01:00,240.0,2022-01-07 16:00:00+01:00
2022-01-07 17:00:00+01:00,244.59,2022-01-07 17:00:00+01:00
2022-01-07 18:00:00+01:00,263.14,2022-01-07 18:00:00+01:00
2022-01-07 19:00:00+01:00,262.0,2022-01-07 19:00:00+01:00
2022-01-07 20:00:00+01:00,238.03,2022-01-07 20:00:00+01:00
2022-01-07 21:00:00+01:00,213.81,2022-01-07 21:00:00+01:00
2022-01-07 22:00:00+01:00,258.0,2022-01-07 22:00:00+01:00
2022-01-07 23:00:00+01:00,257.25,2022-01-07 23:00:00+01:00
2022-01-08 00:00:00+01:00,200.3,2022-01-08 00:00:00+01:00
2022-01-08 01:00:00+01:00,176.2,2022-01-08 01:00:00+01:00
2022-01-08 02:00:00+01:00,166.0,2022-01-08 02:00:00+01:00
2022-01-08 03:00:00+01:00,162.38,2022-01-08 03:00:00+01:00
2022-01-08 04:00:00+01:00,160.0,2022-01-08 04:00:00+01:00
2022-01-08 05:00:00+01:00,154.3,2022-01-08 05:00:00+01:00
2022-01-08 06:00:00+01:00,166.0,2022-01-08 06:00:00+01:00
2022-01-08 07:00:00+01:00,182.91,2022-01-08 07:00:00+01:00
2022-01-08 08:00:00+01:00,215.89,2022-01-08 08:00:00+01:00
2022-01-08 09:00:00+01:00,231.0,2022-01-08 09:00:00+01:00
2022-01-08 10:00:00+01:00,228.95,2022-01-08 10:00:00+01:00
2022-01-08 11:00:00+01:00,215.39,2022-01-08 11:00:00+01:00
2022-01-08 12:00:00+01:00,206.68,2022-01-08 12:00:00+01:00
2022-01-08 13:00:00+01:00,185.0,2022-01-08 13:00:00+01:00
2022-01-08 14:00:00+01:00,169.52,2022-01-08 14:00:00+01:00
2022-01-08 15:00:00+01:00,162.8,2022-01-08 15:00:00+01:00
2022-01-08 16:00:00+01:00,161.9,2022-01-08 16:00:00+01:00
2022-01-08 17:00:00+01:00,189.9,2022-01-08 17:00:00+01:00
2022-01-08 18:00:00+01:00,200.3,2022-01-08 18:00:00+01:00
2022-01-08 19:00:00+01:00,200.0,2022-01-08 19:00:00+01:00
2022-01-08 20:00:00+01:00,232.0,2022-01-08 20:00:00+01:00
2022-01-08 21:00:00+01:00,165.75,2022-01-08 21:00:00+01:00
2022-01-08 22:00:00+01:00,149.61,2022-01-08 22:00:00+01:00
2022-01-08 23:00:00+01:00,149.6,2022-01-08 23:00:00+01:00
2022-01-09 00:00:00+01:00,141.32,2022-01-09 00:00:00+01:00
2022-01-09 01:00:00+01:00,100.0,2022-01-09 01:00:00+01:00
2022-01-09 02:00:00+01:00,80.24,2022-01-09 02:00:00+01:00
2022-01-09 03:00:00+01:00,55.46,2022-01-09 03:00:00+01:00
2022-01-09 04:00:00+01:00,49.29,2022-01-09 04:00:00+01:00
2022-01-09 05:00:00+01:00,50.64,2022-01-09 05:00:00+01:00
2022-01-09 06:00:00+01:00,74.29,2022-01-09 06:00:00+01:00
2022-01-09 07:00:00+01:00,87.0,2022-01-09 07:00:00+01:00
2022-01-09 08:00:00+01:00,99.94,2022-01-09 08:00:00+01:00
2022-01-09 09:00:00+01:00,185.2,2022-01-09 09:00:00+01:00
2022-01-09 10:00:00+01:00,163.0,2022-01-09 10:00:00+01:00
2022-01-09 11:00:00+01:00,149.65,2022-01-09 11:00:00+01:00
2022-01-09 12:00:00+01:00,166.7,2022-01-09 12:00:00+01:00
2022-01-09 13:00:00+01:00,165.06,2022-01-09 13:00:00+01:00
2022-01-09 14:00:00+01:00,170.09,2022-01-09 14:00:00+01:00
2022-01-09 15:00:00+01:00,189.04,2022-01-09 15:00:00+01:00
2022-01-09 16:00:00+01:00,190.96,2022-01-09 16:00:00+01:00
2022-01-09 17:00:00+01:00,223.3,2022-01-09 17:00:00+01:00
2022-01-09 18:00:00+01:00,243.94,2022-01-09 18:00:00+01:00
2022-01-09 19:00:00+01:00,240.0,2022-01-09 19:00:00+01:00
2022-01-09 20:00:00+01:00,230.82,2022-01-09 20:00:00+01:00
2022-01-09 21:00:00+01:00,214.02,2022-01-09 21:00:00+01:00
2022-01-09 22:00:00+01:00,215.88,2022-01-09 22:00:00+01:00
2022-01-09 23:00:00+01:00,203.8,2022-01-09 23:00:00+01:00
2022-01-10 00:00:00+01:00,196.23,2022-01-10 00:00:00+01:00
2022-01-10 01:00:00+01:00,191.85,2022-01-10 01:00:00+01:00
2022-01-10 02:00:00+01:00,195.91,2022-01-10 02:00:00+01:00
2022-01-10 03:00:00+01:00,186.66,2022-01-10 03:00:00+01:00
2022-01-10 04:00:00+01:00,178.04,2022-01-10 04:00:00+01:00
2022-01-10 05:00:00+01:00,191.65,2022-01-10 05:00:00+01:00
2022-01-10 06:00:00+01:00,237.44,2022-01-10 06:00:00+01:00
2022-01-10 07:00:00+01:00,299.95,2022-01-10 07:00:00+01:00
2022-01-10 08:00:00+01:00,313.92,2022-01-10 08:00:00+01:00
2022-01-10 09:00:00+01:00,315.0,2022-01-10 09:00:00+01:00
2022-01-10 10:00:00+01:00,310.41,2022-01-10 10:00:00+01:00
2022-01-10 11:00:00+01:00,310.08,2022-01-10 11:00:00+01:00
2022-01-10 12:00:00+01:00,300.0,2022-01-10 12:00:00+01:00
2022-01-10 13:00:00+01:00,297.01,2022-01-10 13:00:00+01:00
2022-01-10 14:00:00+01:00,299.96,2022-01-10 14:00:00+01:00
2022-01-10 15:00:00+01:00,291.3,2022-01-10 15:00:00+01:00
2022-01-10 16:00:00+01:00,301.22,2022-01-10 16:00:00+01:00
2022-01-10 17:00:00+01:00,309.9,2022-01-10 17:00:00+01:00
2022-01-10 18:00:00+01:00,310.82,2022-01-10 18:00:00+01:00
2022-01-10 19:00:00+01:00,294.98,2022-01-10 19:00:00+01:00
2022-01-10 20:00:00+01:00,267.45,2022-01-10 20:00:00+01:00
2022-01-10 21:00:00+01:00,211.0,2022-01-10 21:00:00+01:00
2022-01-10 22:00:00+01:00,217.03,2022-01-10 22:00:00+01:00
2022-01-10 23:00:00+01:00,190.9,2022-01-10 23:00:00+01:00
2022-01-11 00:00:00+01:00,210.34,2022-01-11 00:00:00+01:00
2022-01-11 01:00:00+01:00,202.42,2022-01-11 01:00:00+01:00
2022-01-11 02:00:00+01:00,197.6,2022-01-11 02:00:00+01:00
2022-01-11 03:00:00+01:00,193.0,2022-01-11 03:00:00+01:00
2022-01-11 04:00:00+01:00,194.9,2022-01-11 04:00:00+01:00
2022-01-11 05:00:00+01:00,204.45,2022-01-11 05:00:00+01:00
2022-01-11 06:00:00+01:00,191.3,2022-01-11 06:00:00+01:00
2022-01-11 07:00:00+01:00,208.0,2022-01-11 07:00:00+01:00
2022-01-11 08:00:00+01:00,240.7,2022-01-11 08:00:00+01:00
2022-01-11 09:00:00+01:00,297.16,2022-01-11 09:00:00+01:00
2022-01-11 10:00:00+01:00,277.02,2022-01-11 10:00:00+01:00
2022-01-11 11:00:00+01:00,230.8,2022-01-11 11:00:00+01:00
2022-01-11 12:00:00+01:00,213.5,2022-01-11 12:00:00+01:00
2022-01-11 13:00:00+01:00,239.9,2022-01-11 13:00:00+01:00
2022-01-11 14:00:00+01:00,255.01,2022-01-11 14:00:00+01:00
2022-01-11 15:00:00+01:00,277.9,2022-01-11 15:00:00+01:00
2022-01-11 16:00:00+01:00,289.94,2022-01-11 16:00:00+01:00
2022-01-11 17:00:00+01:00,316.4,2022-01-11 17:00:00+01:00
2022-01-11 18:00:00+01:00,315.9,2022-01-11 18:00:00+01:00
2022-01-11 19:00:00+01:00,309.2,2022-01-11 19:00:00+01:00
2022-01-11 20:00:00+01:00,285.33,2022-01-11 20:00:00+01:00
2022-01-11 21:00:00+01:00,238.2,2022-01-11 21:00:00+01:00
2022-01-11 22:00:00+01:00,202.4,2022-01-11 22:00:00+01:00
2022-01-11 23:00:00+01:00,190.1,2022-01-11 23:00:00+01:00
2022-01-12 00:00:00+01:00,196.65,2022-01-12 00:00:00+01:00
2022-01-12 01:00:00+01:00,187.1,2022-01-12 01:00:00+01:00
2022-01-12 02:00:00+01:00,184.27,2022-01-12 02:00:00+01:00
2022-01-12 03:00:00+01:00,179.58,2022-01-12 03:00:00+01:00
2022-01-12 04:00:00+01:00,178.33,2022-01-12 04:00:00+01:00
2022-01-12 05:00:00+01:00,193.5,2022-01-12 05:00:00+01:00
2022-01-12 06:00:00+01:00,181.2,2022-01-12 06:00:00+01:00
2022-01-12 07:00:00+01:00,273.18,2022-01-12 07:00:00+01:00
2022-01-12 08:00:00+01:00,300.1,2022-01-12 08:00:00+01:00
2022-01-12 09:00:00+01:00,292.74,2022-01-12 09:00:00+01:00
2022-01-12 10:00:00+01:00,275.5,2022-01-12 10:00:00+01:00
2022-01-12 11:00:00+01:00,258.65,2022-01-12 11:00:00+01:00
2022-01-12 12:00:00+01:00,245.11,2022-01-12 12:00:00+01:00
2022-01-12 13:00:00+01:00,232.08,2022-01-12 13:00:00+01:00
2022-01-12 14:00:00+01:00,234.77,2022-01-12 14:00:00+01:00
2022-01-12 15:00:00+01:00,240.01,2022-01-12 15:00:00+01:00
2022-01-12 16:00:00+01:00,255.0,2022-01-12 16:00:00+01:00
2022-01-12 17:00:00+01:00,284.82,2022-01-12 17:00:00+01:00
2022-01-12 18:00:00+01:00,285.97,2022-01-12 18:00:00+01:00
2022-01-12 19:00:00+01:00,269.03,2022-01-12 19:00:00+01:00
2022-01-12 20:00:00+01:00,213.47,2022-01-12 20:00:00+01:00
2022-01-12 21:00:00+01:00,170.0,2022-01-12 21:00:00+01:00
2022-01-12 22:00:00+01:00,185.0,2022-01-12 22:00:00+01:00
2022-01-12 23:00:00+01:00,181.0,2022-01-12 23:00:00+01:00
2022-01-13 00:00:00+01:00,173.6,2022-01-13 00:00:00+01:00
2022-01-13 01:00:00+01:00,174.4,2022-01-13 01:00:00+01:00
2022-01-13 02:00:00+01:00,186.9,2022-01-13 02:00:00+01:00
2022-01-13 03:00:00+01:00,184.0,2022-01-13 03:00:00+01:00
2022-01-13 04:00:00+01:00,189.8,2022-01-13 04:00:00+01:00
2022-01-13 05:00:00+01:00,173.5,2022-01-13 05:00:00+01:00
2022-01-13 06:00:00+01:00,188.5,2022-01-13 06:00:00+01:00
2022-01-13 07:00:00+01:00,191.91,2022-01-13 07:00:00+01:00
2022-01-13 08:00:00+01:00,230.0,2022-01-13 08:00:00+01:00
2022-01-13 09:00:00+01:00,191.95,2022-01-13 09:00:00+01:00
2022-01-13 10:00:00+01:00,196.0,2022-01-13 10:00:00+01:00
2022-01-13 11:00:00+01:00,187.8,2022-01-13 11:00:00+01:00
2022-01-13 12:00:00+01:00,170.0,2022-01-13 12:00:00+01:00
2022-01-13 13:00:00+01:00,170.8,2022-01-13 13:00:00+01:00
2022-01-13 14:00:00+01:00,176.0,2022-01-13 14:00:00+01:00
2022-01-13 15:00:00+01:00,199.9,2022-01-13 15:00:00+01:00
2022-01-13 16:00:00+01:00,202.14,2022-01-13 16:00:00+01:00
2022-01-13 17:00:00+01:00,238.0,2022-01-13 17:00:00+01:00
2022-01-13 18:00:00+01:00,192.3,2022-01-13 18:00:00+01:00
2022-01-13 19:00:00+01:00,192.3,2022-01-13 19:00:00+01:00
2022-01-13 20:00:00+01:00,192.3,2022-01-13 20:00:00+01:00
2022-01-13 21:00:00+01:00,186.9,2022-01-13 21:00:00+01:00
2022-01-13 22:00:00+01:00,184.9,2022-01-13 22:00:00+01:00
2022-01-13 23:00:00+01:00,177.7,2022-01-13 23:00:00+01:00
2022-01-14 00:00:00+01:00,188.0,2022-01-14 00:00:00+01:00
2022-01-14 01:00:00+01:00,161.0,2022-01-14 01:00:00+01:00
2022-01-14 02:00:00+01:00,155.99,2022-01-14 02:00:00+01:00
2022-01-14 03:00:00+01:00,155.92,2022-01-14 03:00:00+01:00
2022-01-14 04:00:00+01:00,153.0,2022-01-14 04:00:00+01:00
2022-01-14 05:00:00+01:00,162.0,2022-01-14 05:00:00+01:00
2022-01-14 06:00:00+01:00,174.1,2022-01-14 06:00:00+01:00
2022-01-14 07:00:00+01:00,198.5,2022-01-14 07:00:00+01:00
2022-01-14 08:00:00+01:00,250.1,2022-01-14 08:00:00+01:00
2022-01-14 09:00:00+01:00,240.0,2022-01-14 09:00:00+01:00
2022-01-14 10:00:00+01:00,169.97,2022-01-14 10:00:00+01:00
2022-01-14 11:00:00+01:00,162.0,2022-01-14 11:00:00+01:00
2022-01-14 12:00:00+01:00,174.1,2022-01-14 12:00:00+01:00
2022-01-14 13:00:00+01:00,161.7,2022-01-14 13:00:00+01:00
2022-01-14 14:00:00+01:00,155.36,2022-01-14 14:00:00+01:00
2022-01-14 15:00:00+01:00,214.0,2022-01-14 15:00:00+01:00
2022-01-14 16:00:00+01:00,206.59,2022-01-14 16:00:00+01:00
2022-01-14 17:00:00+01:00,262.0,2022-01-14 17:00:00+01:00
2022-01-14 18:00:00+01:00,234.02,2022-01-14 18:00:00+01:00
2022-01-14 19:00:00+01:00,192.51,2022-01-14 19:00:00+01:00
2022-01-14 20:00:00+01:00,185.91,2022-01-14 20:00:00+01:00
2022-01-14 21:00:00+01:00,177.08,2022-01-14 21:00:00+01:00
2022-01-14 22:00:00+01:00,169.0,2022-01-14 22:00:00+01:00
2022-01-14 23:00:00+01:00,161.2,2022-01-14 23:00:00+01:00
2022-01-15 00:00:00+01:00,222.01,2022-01-15 00:00:00+01:00
2022-01-15 01:00:00+01:00,189.91,2022-01-15 01:00:00+01:00
2022-01-15 02:00:00+01:00,172.0,2022-01-15 02:00:00+01:00
2022-01-15 03:00:00+01:00,161.2,2022-01-15 03:00:00+01:00
2022-01-15 04:00:00+01:00,179.9,2022-01-15 04:00:00+01:00
2022-01-15 05:00:00+01:00,181.9,2022-01-15 05:00:00+01:00
2022-01-15 06:00:00+01:00,181.1,2022-01-15 06:00:00+01:00
2022-01-15 07:00:00+01:00,191.7,2022-01-15 07:00:00+01:00
2022-01-15 08:00:00+01:00,199.9,2022-01-15 08:00:00+01:00
2022-01-15 09:00:00+01:00,230.0,2022-01-15 09:00:00+01:00
2022-01-15 10:00:00+01:00,222.39,2022-01-15 10:00:00+01:00
2022-01-15 11:00:00+01:00,214.92,2022-01-15 11:00:00+01:00
2022-01-15 12:00:00+01:00,208.43,2022-01-15 12:00:00+01:00
2022-01-15 13:00:00+01:00,200.0,2022-01-15 13:00:00+01:00
2022-01-15 14:00:00+01:00,203.09,2022-01-15 14:00:00+01:00
2022-01-15 15:00:00+01:00,213.98,2022-01-15 15:00:00+01:00
2022-01-15 16:00:00+01:00,226.32,2022-01-15 16:00:00+01:00
2022-01-15 17:00:00+01:00,260.0,2022-01-15 17:00:00+01:00
2022-01-15 18:00:00+01:00,267.03,2022-01-15 18:00:00+01:00
2022-01-15 19:00:00+01:00,261.41,2022-01-15 19:00:00+01:00
2022-01-15 20:00:00+01:00,243.62,2022-01-15 20:00:00+01:00
2022-01-15 21:00:00+01:00,210.0,2022-01-15 21:00:00+01:00
2022-01-15 22:00:00+01:00,200.1,2022-01-15 22:00:00+01:00
2022-01-15 23:00:00+01:00,199.0,2022-01-15 23:00:00+01:00
2022-01-16 00:00:00+01:00,225.92,2022-01-16 00:00:00+01:00
2022-01-16 01:00:00+01:00,216.0,2022-01-16 01:00:00+01:00
2022-01-16 02:00:00+01:00,180.33,2022-01-16 02:00:00+01:00
2022-01-16 03:00:00+01:00,181.0,2022-01-16 03:00:00+01:00
2022-01-16 04:00:00+01:00,169.31,2022-01-16 04:00:00+01:00
2022-01-16 05:00:00+01:00,166.01,2022-01-16 05:00:00+01:00
2022-01-16 06:00:00+01:00,138.93,2022-01-16 06:00:00+01:00
2022-01-16 07:00:00+01:00,141.58,2022-01-16 07:00:00+01:00
2022-01-16 08:00:00+01:00,168.68,2022-01-16 08:00:00+01:00
2022-01-16 09:00:00+01:00,193.74,2022-01-16 09:00:00+01:00
2022-01-16 10:00:00+01:00,220.0,2022-01-16 10:00:00+01:00
2022-01-16 11:00:00+01:00,194.0,2022-01-16 11:00:00+01:00
2022-01-16 12:00:00+01:00,214.11,2022-01-16 12:00:00+01:00
2022-01-16 13:00:00+01:00,197.0,2022-01-16 13:00:00+01:00
2022-01-16 14:00:00+01:00,220.0,2022-01-16 14:00:00+01:00
2022-01-16 15:00:00+01:00,199.0,2022-01-16 15:00:00+01:00
2022-01-16 16:00:00+01:00,199.0,2022-01-16 16:00:00+01:00
2022-01-16 17:00:00+01:00,260.0,2022-01-16 17:00:00+01:00
2022-01-16 18:00:00+01:00,236.24,2022-01-16 18:00:00+01:00
2022-01-16 19:00:00+01:00,210.0,2022-01-16 19:00:00+01:00
2022-01-16 20:00:00+01:00,238.65,2022-01-16 20:00:00+01:00
2022-01-16 21:00:00+01:00,231.0,2022-01-16 21:00:00+01:00
2022-01-16 22:00:00+01:00,207.0,2022-01-16 22:00:00+01:00
2022-01-16 23:00:00+01:00,189.9,2022-01-16 23:00:00+01:00
2022-01-17 00:00:00+01:00,177.09,2022-01-17 00:00:00+01:00
2022-01-17 01:00:00+01:00,199.1,2022-01-17 01:00:00+01:00
2022-01-17 02:00:00+01:00,183.6,2022-01-17 02:00:00+01:00
2022-01-17 03:00:00+01:00,164.21,2022-01-17 03:00:00+01:00
2022-01-17 04:00:00+01:00,165.09,2022-01-17 04:00:00+01:00
2022-01-17 05:00:00+01:00,168.1,2022-01-17 05:00:00+01:00
2022-01-17 06:00:00+01:00,201.9,2022-01-17 06:00:00+01:00
2022-01-17 07:00:00+01:00,199.0,2022-01-17 07:00:00+01:00
2022-01-17 08:00:00+01:00,250.0,2022-01-17 08:00:00+01:00
2022-01-17 09:00:00+01:00,249.9,2022-01-17 09:00:00+01:00
2022-01-17 10:00:00+01:00,200.1,2022-01-17 10:00:00+01:00
2022-01-17 11:00:00+01:00,199.0,2022-01-17 11:00:00+01:00
2022-01-17 12:00:00+01:00,176.6,2022-01-17 12:00:00+01:00
2022-01-17 13:00:00+01:00,199.0,2022-01-17 13:00:00+01:00
2022-01-17 14:00:00+01:00,199.0,2022-01-17 14:00:00+01:00
2022-01-17 15:00:00+01:00,240.0,2022-01-17 15:00:00+01:00
2022-01-17 16:00:00+01:00,200.0,2022-01-17 16:00:00+01:00
2022-01-17 17:00:00+01:00,289.9,2022-01-17 17:00:00+01:00
2022-01-17 18:00:00+01:00,240.0,2022-01-17 18:00:00+01:00
2022-01-17 19:00:00+01:00,199.9,2022-01-17 19:00:00+01:00
2022-01-17 20:00:00+01:00,199.0,2022-01-17 20:00:00+01:00
2022-01-17 21:00:00+01:00,182.0,2022-01-17 21:00:00+01:00
2022-01-17 22:00:00+01:00,230.14,2022-01-17 22:00:00+01:00
2022-01-17 23:00:00+01:00,190.28,2022-01-17 23:00:00+01:00
2022-01-18 00:00:00+01:00,209.46,2022-01-18 00:00:00+01:00
2022-01-18 01:00:00+01:00,197.39,2022-01-18 01:00:00+01:00
2022-01-18 02:00:00+01:00,182.4,2022-01-18 02:00:00+01:00
2022-01-18 03:00:00+01:00,185.11,2022-01-18 03:00:00+01:00
2022-01-18 04:00:00+01:00,193.99,2022-01-18 04:00:00+01:00
2022-01-18 05:00:00+01:00,182.4,2022-01-18 05:00:00+01:00
2022-01-18 06:00:00+01:00,229.1,2022-01-18 06:00:00+01:00
2022-01-18 07:00:00+01:00,273.49,2022-01-18 07:00:00+01:00
2022-01-18 08:00:00+01:00,294.4,2022-01-18 08:00:00+01:00
2022-01-18 09:00:00+01:00,290.64,2022-01-18 09:00:00+01:00
2022-01-18 10:00:00+01:00,275.4,2022-01-18 10:00:00+01:00
2022-01-18 11:00:00+01:00,265.1,2022-01-18 11:00:00+01:00
2022-01-18 12:00:00+01:00,250.0,2022-01-18 12:00:00+01:00
2022-01-18 13:00:00+01:00,244.27,2022-01-18 13:00:00+01:00
2022-01-18 14:00:00+01:00,243.02,2022-01-18 14:00:00+01:00
2022-01-18 15:00:00+01:00,249.22,2022-01-18 15:00:00+01:00
2022-01-18 16:00:00+01:00,185.3,2022-01-18 16:00:00+01:00
2022-01-18 17:00:00+01:00,278.0,2022-01-18 17:00:00+01:00
2022-01-18 18:00:00+01:00,198.9,2022-01-18 18:00:00+01:00
2022-01-18 19:00:00+01:00,179.16,2022-01-18 19:00:00+01:00
2022-01-18 20:00:00+01:00,212.98,2022-01-18 20:00:00+01:00
2022-01-18 21:00:00+01:00,172.8,2022-01-18 21:00:00+01:00
2022-01-18 22:00:00+01:00,182.0,2022-01-18 22:00:00+01:00
2022-01-18 23:00:00+01:00,185.0,2022-01-18 23:00:00+01:00
2022-01-19 00:00:00+01:00,180.7,2022-01-19 00:00:00+01:00
2022-01-19 01:00:00+01:00,179.3,2022-01-19 01:00:00+01:00
2022-01-19 02:00:00+01:00,182.0,2022-01-19 02:00:00+01:00
2022-01-19 03:00:00+01:00,178.0,2022-01-19 03:00:00+01:00
2022-01-19 04:00:00+01:00,180.0,2022-01-19 04:00:00+01:00
2022-01-19 05:00:00+01:00,196.0,2022-01-19 05:00:00+01:00
2022-01-19 06:00:00+01:00,179.9,2022-01-19 06:00:00+01:00
2022-01-19 07:00:00+01:00,186.31,2022-01-19 07:00:00+01:00
2022-01-19 08:00:00+01:00,244.26,2022-01-19 08:00:00+01:00
2022-01-19 09:00:00+01:00,239.9,2022-01-19 09:00:00+01:00
2022-01-19 10:00:00+01:00,194.0,2022-01-19 10:00:00+01:00
2022-01-19 11:00:00+01:00,184.0,2022-01-19 11:00:00+01:00
2022-01-19 12:00:00+01:00,184.51,2022-01-19 12:00:00+01:00
2022-01-19 13:00:00+01:00,157.49,2022-01-19 13:00:00+01:00
2022-01-19 14:00:00+01:00,184.0,2022-01-19 14:00:00+01:00
2022-01-19 15:00:00+01:00,197.0,2022-01-19 15:00:00+01:00
2022-01-19 16:00:00+01:00,170.01,2022-01-19 16:00:00+01:00
2022-01-19 17:00:00+01:00,219.0,2022-01-19 17:00:00+01:00
2022-01-19 18:00:00+01:00,156.84,2022-01-19 18:00:00+01:00
2022-01-19 19:00:00+01:00,157.7,2022-01-19 19:00:00+01:00
2022-01-19 20:00:00+01:00,154.3,2022-01-19 20:00:00+01:00
2022-01-19 21:00:00+01:00,150.0,2022-01-19 21:00:00+01:00
2022-01-19 22:00:00+01:00,153.2,2022-01-19 22:00:00+01:00
2022-01-19 23:00:00+01:00,124.27,2022-01-19 23:00:00+01:00
2022-01-20 00:00:00+01:00,131.16,2022-01-20 00:00:00+01:00
2022-01-20 01:00:00+01:00,126.96,2022-01-20 01:00:00+01:00
2022-01-20 02:00:00+01:00,115.0,2022-01-20 02:00:00+01:00
2022-01-20 03:00:00+01:00,112.14,2022-01-20 03:00:00+01:00
2022-01-20 04:00:00+01:00,112.26,2022-01-20 04:00:00+01:00
2022-01-20 05:00:00+01:00,119.47,2022-01-20 05:00:00+01:00
2022-01-20 06:00:00+01:00,160.0,2022-01-20 06:00:00+01:00
2022-01-20 07:00:00+01:00,219.0,2022-01-20 07:00:00+01:00
2022-01-20 08:00:00+01:00,220.0,2022-01-20 08:00:00+01:00
2022-01-20 09:00:00+01:00,219.0,2022-01-20 09:00:00+01:00
2022-01-20 10:00:00+01:00,179.9,2022-01-20 10:00:00+01:00
2022-01-20 11:00:00+01:00,164.9,2022-01-20 11:00:00+01:00
2022-01-20 12:00:00+01:00,130.0,2022-01-20 12:00:00+01:00
2022-01-20 13:00:00+01:00,124.31,2022-01-20 13:00:00+01:00
2022-01-20 14:00:00+01:00,135.79,2022-01-20 14:00:00+01:00
2022-01-20 15:00:00+01:00,180.0,2022-01-20 15:00:00+01:00
2022-01-20 16:00:00+01:00,165.0,2022-01-20 16:00:00+01:00
2022-01-20 17:00:00+01:00,226.92,2022-01-20 17:00:00+01:00
2022-01-20 18:00:00+01:00,188.3,2022-01-20 18:00:00+01:00
