,Day-ahead price [EUR/MWh],datetime
2022-10-02 13:00:00+02:00,139.67,2022-10-02 13:00:00+02:00
2022-10-02 14:00:00+02:00,75.43,2022-10-02 14:00:00+02:00
2022-10-02 15:00:00+02:00,132.56,2022-10-02 15:00:00+02:00
2022-10-02 16:00:00+02:00,236.1,2022-10-02 16:00:00+02:00
2022-10-02 17:00:00+02:00,237.0,2022-10-02 17:00:00+02:00
2022-10-02 18:00:00+02:00,280.0,2022-10-02 18:00:00+02:00
2022-10-02 19:00:00+02:00,357.0,2022-10-02 19:00:00+02:00
2022-10-02 20:00:00+02:00,350.59,2022-10-02 20:00:00+02:00
2022-10-02 21:00:00+02:00,293.88,2022-10-02 21:00:00+02:00
2022-10-02 22:00:00+02:00,256.81,2022-10-02 22:00:00+02:00
2022-10-02 23:00:00+02:00,216.0,2022-10-02 23:00:00+02:00
2022-10-03 00:00:00+02:00,291.63,2022-10-03 00:00:00+02:00
2022-10-03 01:00:00+02:00,291.66,2022-10-03 01:00:00+02:00
2022-10-03 02:00:00+02:00,294.55,2022-10-03 02:00:00+02:00
2022-10-03 03:00:00+02:00,296.25,2022-10-03 03:00:00+02:00
2022-10-03 04:00:00+02:00,290.0,2022-10-03 04:00:00+02:00
2022-10-03 05:00:00+02:00,279.92,2022-10-03 05:00:00+02:00
2022-10-03 06:00:00+02:00,270.0,2022-10-03 06:00:00+02:00
2022-10-03 07:00:00+02:00,379.9,2022-10-03 07:00:00+02:00
2022-10-03 08:00:00+02:00,379.9,2022-10-03 08:00:00+02:00
2022-10-03 09:00:00+02:00,575.0,2022-10-03 09:00:00+02:00
2022-10-03 10:00:00+02:00,325.4,2022-10-03 10:00:00+02:00
2022-10-03 11:00:00+02:00,377.0,2022-10-03 11:00:00+02:00
2022-10-03 12:00:00+02:00,247.9,2022-10-03 12:00:00+02:00
2022-10-03 13:00:00+02:00,310.0,2022-10-03 13:00:00+02:00
2022-10-03 14:00:00+02:00,206.0,2022-10-03 14:00:00+02:00
2022-10-03 15:00:00+02:00,236.8,2022-10-03 15:00:00+02:00
2022-10-03 16:00:00+02:00,250.1,2022-10-03 16:00:00+02:00
2022-10-03 17:00:00+02:00,346.98,2022-10-03 17:00:00+02:00
2022-10-03 18:00:00+02:00,391.11,2022-10-03 18:00:00+02:00
2022-10-03 19:00:00+02:00,468.93,2022-10-03 19:00:00+02:00
2022-10-03 20:00:00+02:00,379.85,2022-10-03 20:00:00+02:00
2022-10-03 21:00:00+02:00,321.3,2022-10-03 21:00:00+02:00
2022-10-03 22:00:00+02:00,318.42,2022-10-03 22:00:00+02:00
2022-10-03 23:00:00+02:00,284.3,2022-10-03 23:00:00+02:00
2022-10-04 00:00:00+02:00,217.74,2022-10-04 00:00:00+02:00
2022-10-04 01:00:00+02:00,195.26,2022-10-04 01:00:00+02:00
2022-10-04 02:00:00+02:00,203.3,2022-10-04 02:00:00+02:00
2022-10-04 03:00:00+02:00,169.1,2022-10-04 03:00:00+02:00
2022-10-04 04:00:00+02:00,187.69,2022-10-04 04:00:00+02:00
2022-10-04 05:00:00+02:00,196.92,2022-10-04 05:00:00+02:00
2022-10-04 06:00:00+02:00,329.97,2022-10-04 06:00:00+02:00
2022-10-04 07:00:00+02:00,427.5,2022-10-04 07:00:00+02:00
2022-10-04 08:00:00+02:00,497.39,2022-10-04 08:00:00+02:00
2022-10-04 09:00:00+02:00,254.22,2022-10-04 09:00:00+02:00
2022-10-04 10:00:00+02:00,215.16,2022-10-04 10:00:00+02:00
2022-10-04 11:00:00+02:00,180.39,2022-10-04 11:00:00+02:00
2022-10-04 12:00:00+02:00,154.32,2022-10-04 12:00:00+02:00
2022-10-04 13:00:00+02:00,149.4,2022-10-04 13:00:00+02:00
2022-10-04 14:00:00+02:00,139.0,2022-10-04 14:00:00+02:00
2022-10-04 15:00:00+02:00,144.08,2022-10-04 15:00:00+02:00
2022-10-04 16:00:00+02:00,172.6,2022-10-04 16:00:00+02:00
2022-10-04 17:00:00+02:00,216.02,2022-10-04 17:00:00+02:00
2022-10-04 18:00:00+02:00,377.03,2022-10-04 18:00:00+02:00
2022-10-04 19:00:00+02:00,364.85,2022-10-04 19:00:00+02:00
2022-10-04 20:00:00+02:00,290.72,2022-10-04 20:00:00+02:00
2022-10-04 21:00:00+02:00,202.37,2022-10-04 21:00:00+02:00
2022-10-04 22:00:00+02:00,163.37,2022-10-04 22:00:00+02:00
2022-10-04 23:00:00+02:00,133.7,2022-10-04 23:00:00+02:00
2022-10-05 00:00:00+02:00,199.99,2022-10-05 00:00:00+02:00
2022-10-05 01:00:00+02:00,149.0,2022-10-05 01:00:00+02:00
2022-10-05 02:00:00+02:00,138.02,2022-10-05 02:00:00+02:00
2022-10-05 03:00:00+02:00,95.69,2022-10-05 03:00:00+02:00
2022-10-05 04:00:00+02:00,114.64,2022-10-05 04:00:00+02:00
2022-10-05 05:00:00+02:00,88.36,2022-10-05 05:00:00+02:00
2022-10-05 06:00:00+02:00,178.0,2022-10-05 06:00:00+02:00
2022-10-05 07:00:00+02:00,220.0,2022-10-05 07:00:00+02:00
2022-10-05 08:00:00+02:00,225.0,2022-10-05 08:00:00+02:00
2022-10-05 09:00:00+02:00,208.88,2022-10-05 09:00:00+02:00
2022-10-05 10:00:00+02:00,107.23,2022-10-05 10:00:00+02:00
2022-10-05 11:00:00+02:00,54.84,2022-10-05 11:00:00+02:00
2022-10-05 12:00:00+02:00,36.23,2022-10-05 12:00:00+02:00
2022-10-05 13:00:00+02:00,1.03,2022-10-05 13:00:00+02:00
2022-10-05 14:00:00+02:00,3.25,2022-10-05 14:00:00+02:00
2022-10-05 15:00:00+02:00,12.46,2022-10-05 15:00:00+02:00
2022-10-05 16:00:00+02:00,74.9,2022-10-05 16:00:00+02:00
2022-10-05 17:00:00+02:00,194.0,2022-10-05 17:00:00+02:00
2022-10-05 18:00:00+02:00,209.6,2022-10-05 18:00:00+02:00
2022-10-05 19:00:00+02:00,265.6,2022-10-05 19:00:00+02:00
2022-10-05 20:00:00+02:00,231.0,2022-10-05 20:00:00+02:00
2022-10-05 21:00:00+02:00,231.55,2022-10-05 21:00:00+02:00
2022-10-05 22:00:00+02:00,225.1,2022-10-05 22:00:00+02:00
2022-10-05 23:00:00+02:00,93.22,2022-10-05 23:00:00+02:00
2022-10-06 00:00:00+02:00,15.09,2022-10-06 00:00:00+02:00
2022-10-06 01:00:00+02:00,0.0,2022-10-06 01:00:00+02:00
2022-10-06 02:00:00+02:00,0.09,2022-10-06 02:00:00+02:00
2022-10-06 03:00:00+02:00,0.08,2022-10-06 03:00:00+02:00
2022-10-06 04:00:00+02:00,0.0,2022-10-06 04:00:00+02:00
2022-10-06 05:00:00+02:00,57.57,2022-10-06 05:00:00+02:00
2022-10-06 06:00:00+02:00,105.26,2022-10-06 06:00:00+02:00
2022-10-06 07:00:00+02:00,233.7,2022-10-06 07:00:00+02:00
2022-10-06 08:00:00+02:00,239.9,2022-10-06 08:00:00+02:00
2022-10-06 09:00:00+02:00,199.9,2022-10-06 09:00:00+02:00
2022-10-06 10:00:00+02:00,141.0,2022-10-06 10:00:00+02:00
2022-10-06 11:00:00+02:00,0.0,2022-10-06 11:00:00+02:00
2022-10-06 12:00:00+02:00,0.0,2022-10-06 12:00:00+02:00
2022-10-06 13:00:00+02:00,-4.6,2022-10-06 13:00:00+02:00
2022-10-06 14:00:00+02:00,-8.83,2022-10-06 14:00:00+02:00
2022-10-06 15:00:00+02:00,27.21,2022-10-06 15:00:00+02:00
2022-10-06 16:00:00+02:00,66.1,2022-10-06 16:00:00+02:00
2022-10-06 17:00:00+02:00,141.19,2022-10-06 17:00:00+02:00
2022-10-06 18:00:00+02:00,265.5,2022-10-06 18:00:00+02:00
2022-10-06 19:00:00+02:00,294.33,2022-10-06 19:00:00+02:00
2022-10-06 20:00:00+02:00,189.9,2022-10-06 20:00:00+02:00
2022-10-06 21:00:00+02:00,180.0,2022-10-06 21:00:00+02:00
2022-10-06 22:00:00+02:00,170.0,2022-10-06 22:00:00+02:00
2022-10-06 23:00:00+02:00,164.3,2022-10-06 23:00:00+02:00
2022-10-07 00:00:00+02:00,150.0,2022-10-07 00:00:00+02:00
2022-10-07 01:00:00+02:00,119.9,2022-10-07 01:00:00+02:00
2022-10-07 02:00:00+02:00,104.0,2022-10-07 02:00:00+02:00
2022-10-07 03:00:00+02:00,146.3,2022-10-07 03:00:00+02:00
2022-10-07 04:00:00+02:00,151.0,2022-10-07 04:00:00+02:00
2022-10-07 05:00:00+02:00,120.0,2022-10-07 05:00:00+02:00
2022-10-07 06:00:00+02:00,155.1,2022-10-07 06:00:00+02:00
2022-10-07 07:00:00+02:00,229.94,2022-10-07 07:00:00+02:00
2022-10-07 08:00:00+02:00,269.11,2022-10-07 08:00:00+02:00
2022-10-07 09:00:00+02:00,188.96,2022-10-07 09:00:00+02:00
2022-10-07 10:00:00+02:00,171.4,2022-10-07 10:00:00+02:00
2022-10-07 11:00:00+02:00,101.0,2022-10-07 11:00:00+02:00
2022-10-07 12:00:00+02:00,13.65,2022-10-07 12:00:00+02:00
2022-10-07 13:00:00+02:00,13.74,2022-10-07 13:00:00+02:00
2022-10-07 14:00:00+02:00,50.0,2022-10-07 14:00:00+02:00
2022-10-07 15:00:00+02:00,87.02,2022-10-07 15:00:00+02:00
2022-10-07 16:00:00+02:00,137.6,2022-10-07 16:00:00+02:00
2022-10-07 17:00:00+02:00,146.13,2022-10-07 17:00:00+02:00
2022-10-07 18:00:00+02:00,265.2,2022-10-07 18:00:00+02:00
2022-10-07 19:00:00+02:00,296.71,2022-10-07 19:00:00+02:00
2022-10-07 20:00:00+02:00,198.9,2022-10-07 20:00:00+02:00
2022-10-07 21:00:00+02:00,137.4,2022-10-07 21:00:00+02:00
2022-10-07 22:00:00+02:00,157.47,2022-10-07 22:00:00+02:00
2022-10-07 23:00:00+02:00,129.9,2022-10-07 23:00:00+02:00
2022-10-08 00:00:00+02:00,124.93,2022-10-08 00:00:00+02:00
2022-10-08 01:00:00+02:00,140.4,2022-10-08 01:00:00+02:00
2022-10-08 02:00:00+02:00,123.4,2022-10-08 02:00:00+02:00
2022-10-08 03:00:00+02:00,127.38,2022-10-08 03:00:00+02:00
2022-10-08 04:00:00+02:00,147.3,2022-10-08 04:00:00+02:00
2022-10-08 05:00:00+02:00,134.14,2022-10-08 05:00:00+02:00
2022-10-08 06:00:00+02:00,124.71,2022-10-08 06:00:00+02:00
2022-10-08 07:00:00+02:00,160.09,2022-10-08 07:00:00+02:00
2022-10-08 08:00:00+02:00,169.81,2022-10-08 08:00:00+02:00
2022-10-08 09:00:00+02:00,162.88,2022-10-08 09:00:00+02:00
2022-10-08 10:00:00+02:00,124.43,2022-10-08 10:00:00+02:00
2022-10-08 11:00:00+02:00,45.72,2022-10-08 11:00:00+02:00
2022-10-08 12:00:00+02:00,36.57,2022-10-08 12:00:00+02:00
2022-10-08 13:00:00+02:00,35.0,2022-10-08 13:00:00+02:00
2022-10-08 14:00:00+02:00,29.94,2022-10-08 14:00:00+02:00
2022-10-08 15:00:00+02:00,54.11,2022-10-08 15:00:00+02:00
2022-10-08 16:00:00+02:00,167.8,2022-10-08 16:00:00+02:00
2022-10-08 17:00:00+02:00,189.9,2022-10-08 17:00:00+02:00
2022-10-08 18:00:00+02:00,249.93,2022-10-08 18:00:00+02:00
2022-10-08 19:00:00+02:00,320.7,2022-10-08 19:00:00+02:00
2022-10-08 20:00:00+02:00,264.8,2022-10-08 20:00:00+02:00
2022-10-08 21:00:00+02:00,243.74,2022-10-08 21:00:00+02:00
2022-10-08 22:00:00+02:00,233.81,2022-10-08 22:00:00+02:00
2022-10-08 23:00:00+02:00,220.91,2022-10-08 23:00:00+02:00
2022-10-09 00:00:00+02:00,216.13,2022-10-09 00:00:00+02:00
2022-10-09 01:00:00+02:00,195.02,2022-10-09 01:00:00+02:00
2022-10-09 02:00:00+02:00,190.1,2022-10-09 02:00:00+02:00
2022-10-09 03:00:00+02:00,162.1,2022-10-09 03:00:00+02:00
2022-10-09 04:00:00+02:00,141.95,2022-10-09 04:00:00+02:00
2022-10-09 05:00:00+02:00,147.12,2022-10-09 05:00:00+02:00
2022-10-09 06:00:00+02:00,153.0,2022-10-09 06:00:00+02:00
2022-10-09 07:00:00+02:00,195.68,2022-10-09 07:00:00+02:00
2022-10-09 08:00:00+02:00,196.7,2022-10-09 08:00:00+02:00
2022-10-09 09:00:00+02:00,150.85,2022-10-09 09:00:00+02:00
2022-10-09 10:00:00+02:00,116.0,2022-10-09 10:00:00+02:00
2022-10-09 11:00:00+02:00,88.0,2022-10-09 11:00:00+02:00
2022-10-09 12:00:00+02:00,93.2,2022-10-09 12:00:00+02:00
2022-10-09 13:00:00+02:00,50.0,2022-10-09 13:00:00+02:00
2022-10-09 14:00:00+02:00,60.96,2022-10-09 14:00:00+02:00
2022-10-09 15:00:00+02:00,79.11,2022-10-09 15:00:00+02:00
2022-10-09 16:00:00+02:00,133.2,2022-10-09 16:00:00+02:00
2022-10-09 17:00:00+02:00,183.08,2022-10-09 17:00:00+02:00
2022-10-09 18:00:00+02:00,198.84,2022-10-09 18:00:00+02:00
2022-10-09 19:00:00+02:00,269.34,2022-10-09 19:00:00+02:00
2022-10-09 20:00:00+02:00,199.9,2022-10-09 20:00:00+02:00
2022-10-09 21:00:00+02:00,156.4,2022-10-09 21:00:00+02:00
2022-10-09 22:00:00+02:00,140.0,2022-10-09 22:00:00+02:00
2022-10-09 23:00:00+02:00,126.0,2022-10-09 23:00:00+02:00
2022-10-10 00:00:00+02:00,120.0,2022-10-10 00:00:00+02:00
2022-10-10 01:00:00+02:00,136.0,2022-10-10 01:00:00+02:00
2022-10-10 02:00:00+02:00,157.75,2022-10-10 02:00:00+02:00
2022-10-10 03:00:00+02:00,86.12,2022-10-10 03:00:00+02:00
2022-10-10 04:00:00+02:00,90.66,2022-10-10 04:00:00+02:00
2022-10-10 05:00:00+02:00,141.4,2022-10-10 05:00:00+02:00
2022-10-10 06:00:00+02:00,168.66,2022-10-10 06:00:00+02:00
2022-10-10 07:00:00+02:00,227.26,2022-10-10 07:00:00+02:00
2022-10-10 08:00:00+02:00,266.26,2022-10-10 08:00:00+02:00
2022-10-10 09:00:00+02:00,233.2,2022-10-10 09:00:00+02:00
2022-10-10 10:00:00+02:00,205.56,2022-10-10 10:00:00+02:00
2022-10-10 11:00:00+02:00,158.87,2022-10-10 11:00:00+02:00
2022-10-10 12:00:00+02:00,137.62,2022-10-10 12:00:00+02:00
2022-10-10 13:00:00+02:00,134.82,2022-10-10 13:00:00+02:00
2022-10-10 14:00:00+02:00,134.07,2022-10-10 14:00:00+02:00
2022-10-10 15:00:00+02:00,149.23,2022-10-10 15:00:00+02:00
2022-10-10 16:00:00+02:00,158.86,2022-10-10 16:00:00+02:00
2022-10-10 17:00:00+02:00,212.45,2022-10-10 17:00:00+02:00
2022-10-10 18:00:00+02:00,247.81,2022-10-10 18:00:00+02:00
2022-10-10 19:00:00+02:00,258.0,2022-10-10 19:00:00+02:00
2022-10-10 20:00:00+02:00,232.85,2022-10-10 20:00:00+02:00
2022-10-10 21:00:00+02:00,204.9,2022-10-10 21:00:00+02:00
2022-10-10 22:00:00+02:00,180.0,2022-10-10 22:00:00+02:00
2022-10-10 23:00:00+02:00,159.34,2022-10-10 23:00:00+02:00
2022-10-11 00:00:00+02:00,158.0,2022-10-11 00:00:00+02:00
2022-10-11 01:00:00+02:00,174.3,2022-10-11 01:00:00+02:00
2022-10-11 02:00:00+02:00,174.3,2022-10-11 02:00:00+02:00
2022-10-11 03:00:00+02:00,171.54,2022-10-11 03:00:00+02:00
2022-10-11 04:00:00+02:00,170.0,2022-10-11 04:00:00+02:00
2022-10-11 05:00:00+02:00,165.58,2022-10-11 05:00:00+02:00
2022-10-11 06:00:00+02:00,250.96,2022-10-11 06:00:00+02:00
2022-10-11 07:00:00+02:00,299.91,2022-10-11 07:00:00+02:00
2022-10-11 08:00:00+02:00,349.16,2022-10-11 08:00:00+02:00
2022-10-11 09:00:00+02:00,300.87,2022-10-11 09:00:00+02:00
2022-10-11 10:00:00+02:00,258.72,2022-10-11 10:00:00+02:00
2022-10-11 11:00:00+02:00,229.87,2022-10-11 11:00:00+02:00
2022-10-11 12:00:00+02:00,186.57,2022-10-11 12:00:00+02:00
2022-10-11 13:00:00+02:00,183.17,2022-10-11 13:00:00+02:00
2022-10-11 14:00:00+02:00,207.25,2022-10-11 14:00:00+02:00
2022-10-11 15:00:00+02:00,207.6,2022-10-11 15:00:00+02:00
2022-10-11 16:00:00+02:00,256.84,2022-10-11 16:00:00+02:00
2022-10-11 17:00:00+02:00,323.9,2022-10-11 17:00:00+02:00
2022-10-11 18:00:00+02:00,442.72,2022-10-11 18:00:00+02:00
2022-10-11 19:00:00+02:00,484.75,2022-10-11 19:00:00+02:00
2022-10-11 20:00:00+02:00,333.9,2022-10-11 20:00:00+02:00
2022-10-11 21:00:00+02:00,295.02,2022-10-11 21:00:00+02:00
2022-10-11 22:00:00+02:00,262.03,2022-10-11 22:00:00+02:00
2022-10-11 23:00:00+02:00,258.54,2022-10-11 23:00:00+02:00
2022-10-12 00:00:00+02:00,236.57,2022-10-12 00:00:00+02:00
2022-10-12 01:00:00+02:00,222.21,2022-10-12 01:00:00+02:00
2022-10-12 02:00:00+02:00,207.56,2022-10-12 02:00:00+02:00
2022-10-12 03:00:00+02:00,198.99,2022-10-12 03:00:00+02:00
2022-10-12 04:00:00+02:00,219.9,2022-10-12 04:00:00+02:00
2022-10-12 05:00:00+02:00,200.0,2022-10-12 05:00:00+02:00
2022-10-12 06:00:00+02:00,222.4,2022-10-12 06:00:00+02:00
2022-10-12 07:00:00+02:00,339.9,2022-10-12 07:00:00+02:00
2022-10-12 08:00:00+02:00,421.0,2022-10-12 08:00:00+02:00
2022-10-12 09:00:00+02:00,222.7,2022-10-12 09:00:00+02:00
2022-10-12 10:00:00+02:00,218.9,2022-10-12 10:00:00+02:00
2022-10-12 11:00:00+02:00,168.5,2022-10-12 11:00:00+02:00
2022-10-12 12:00:00+02:00,165.17,2022-10-12 12:00:00+02:00
2022-10-12 13:00:00+02:00,194.0,2022-10-12 13:00:00+02:00
2022-10-12 14:00:00+02:00,209.13,2022-10-12 14:00:00+02:00
2022-10-12 15:00:00+02:00,224.79,2022-10-12 15:00:00+02:00
2022-10-12 16:00:00+02:00,217.1,2022-10-12 16:00:00+02:00
2022-10-12 17:00:00+02:00,295.09,2022-10-12 17:00:00+02:00
2022-10-12 18:00:00+02:00,378.4,2022-10-12 18:00:00+02:00
2022-10-12 19:00:00+02:00,479.97,2022-10-12 19:00:00+02:00
2022-10-12 20:00:00+02:00,324.32,2022-10-12 20:00:00+02:00
2022-10-12 21:00:00+02:00,273.02,2022-10-12 21:00:00+02:00
2022-10-12 22:00:00+02:00,243.04,2022-10-12 22:00:00+02:00
2022-10-12 23:00:00+02:00,228.57,2022-10-12 23:00:00+02:00
2022-10-13 00:00:00+02:00,218.66,2022-10-13 00:00:00+02:00
2022-10-13 01:00:00+02:00,210.0,2022-10-13 01:00:00+02:00
2022-10-13 02:00:00+02:00,193.8,2022-10-13 02:00:00+02:00
2022-10-13 03:00:00+02:00,182.96,2022-10-13 03:00:00+02:00
2022-10-13 04:00:00+02:00,195.02,2022-10-13 04:00:00+02:00
2022-10-13 05:00:00+02:00,218.46,2022-10-13 05:00:00+02:00
2022-10-13 06:00:00+02:00,240.0,2022-10-13 06:00:00+02:00
2022-10-13 07:00:00+02:00,209.9,2022-10-13 07:00:00+02:00
2022-10-13 08:00:00+02:00,329.9,2022-10-13 08:00:00+02:00
2022-10-13 09:00:00+02:00,301.56,2022-10-13 09:00:00+02:00
2022-10-13 10:00:00+02:00,274.9,2022-10-13 10:00:00+02:00
2022-10-13 11:00:00+02:00,277.7,2022-10-13 11:00:00+02:00
2022-10-13 12:00:00+02:00,262.7,2022-10-13 12:00:00+02:00
2022-10-13 13:00:00+02:00,254.99,2022-10-13 13:00:00+02:00
2022-10-13 14:00:00+02:00,255.0,2022-10-13 14:00:00+02:00
2022-10-13 15:00:00+02:00,263.58,2022-10-13 15:00:00+02:00
2022-10-13 16:00:00+02:00,266.65,2022-10-13 16:00:00+02:00
2022-10-13 17:00:00+02:00,292.35,2022-10-13 17:00:00+02:00
2022-10-13 18:00:00+02:00,319.64,2022-10-13 18:00:00+02:00
2022-10-13 19:00:00+02:00,343.71,2022-10-13 19:00:00+02:00
2022-10-13 20:00:00+02:00,290.1,2022-10-13 20:00:00+02:00
2022-10-13 21:00:00+02:00,225.1,2022-10-13 21:00:00+02:00
2022-10-13 22:00:00+02:00,225.1,2022-10-13 22:00:00+02:00
2022-10-13 23:00:00+02:00,201.13,2022-10-13 23:00:00+02:00
2022-10-14 00:00:00+02:00,231.32,2022-10-14 00:00:00+02:00
2022-10-14 01:00:00+02:00,219.6,2022-10-14 01:00:00+02:00
2022-10-14 02:00:00+02:00,212.12,2022-10-14 02:00:00+02:00
2022-10-14 03:00:00+02:00,211.62,2022-10-14 03:00:00+02:00
2022-10-14 04:00:00+02:00,218.92,2022-10-14 04:00:00+02:00
2022-10-14 05:00:00+02:00,229.49,2022-10-14 05:00:00+02:00
2022-10-14 06:00:00+02:00,253.8,2022-10-14 06:00:00+02:00
2022-10-14 07:00:00+02:00,350.0,2022-10-14 07:00:00+02:00
2022-10-14 08:00:00+02:00,250.0,2022-10-14 08:00:00+02:00
2022-10-14 09:00:00+02:00,327.39,2022-10-14 09:00:00+02:00
2022-10-14 10:00:00+02:00,297.26,2022-10-14 10:00:00+02:00
2022-10-14 11:00:00+02:00,252.4,2022-10-14 11:00:00+02:00
2022-10-14 12:00:00+02:00,262.01,2022-10-14 12:00:00+02:00
2022-10-14 13:00:00+02:00,238.37,2022-10-14 13:00:00+02:00
2022-10-14 14:00:00+02:00,221.42,2022-10-14 14:00:00+02:00
2022-10-14 15:00:00+02:00,242.69,2022-10-14 15:00:00+02:00
2022-10-14 16:00:00+02:00,258.6,2022-10-14 16:00:00+02:00
2022-10-14 17:00:00+02:00,274.0,2022-10-14 17:00:00+02:00
2022-10-14 18:00:00+02:00,290.0,2022-10-14 18:00:00+02:00
2022-10-14 19:00:00+02:00,299.3,2022-10-14 19:00:00+02:00
2022-10-14 20:00:00+02:00,266.99,2022-10-14 20:00:00+02:00
2022-10-14 21:00:00+02:00,217.94,2022-10-14 21:00:00+02:00
2022-10-14 22:00:00+02:00,220.03,2022-10-14 22:00:00+02:00
2022-10-14 23:00:00+02:00,193.0,2022-10-14 23:00:00+02:00
2022-10-15 00:00:00+02:00,191.76,2022-10-15 00:00:00+02:00
2022-10-15 01:00:00+02:00,174.0,2022-10-15 01:00:00+02:00
2022-10-15 02:00:00+02:00,163.8,2022-10-15 02:00:00+02:00
2022-10-15 03:00:00+02:00,144.74,2022-10-15 03:00:00+02:00
2022-10-15 04:00:00+02:00,139.9,2022-10-15 04:00:00+02:00
2022-10-15 05:00:00+02:00,133.36,2022-10-15 05:00:00+02:00
2022-10-15 06:00:00+02:00,147.49,2022-10-15 06:00:00+02:00
2022-10-15 07:00:00+02:00,159.8,2022-10-15 07:00:00+02:00
2022-10-15 08:00:00+02:00,186.82,2022-10-15 08:00:00+02:00
2022-10-15 09:00:00+02:00,199.33,2022-10-15 09:00:00+02:00
2022-10-15 10:00:00+02:00,185.09,2022-10-15 10:00:00+02:00
2022-10-15 11:00:00+02:00,160.0,2022-10-15 11:00:00+02:00
2022-10-15 12:00:00+02:00,144.91,2022-10-15 12:00:00+02:00
2022-10-15 13:00:00+02:00,136.57,2022-10-15 13:00:00+02:00
2022-10-15 14:00:00+02:00,117.8,2022-10-15 14:00:00+02:00
2022-10-15 15:00:00+02:00,120.0,2022-10-15 15:00:00+02:00
2022-10-15 16:00:00+02:00,133.16,2022-10-15 16:00:00+02:00
2022-10-15 17:00:00+02:00,168.79,2022-10-15 17:00:00+02:00
2022-10-15 18:00:00+02:00,186.49,2022-10-15 18:00:00+02:00
2022-10-15 19:00:00+02:00,190.83,2022-10-15 19:00:00+02:00
2022-10-15 20:00:00+02:00,151.37,2022-10-15 20:00:00+02:00
2022-10-15 21:00:00+02:00,135.92,2022-10-15 21:00:00+02:00
2022-10-15 22:00:00+02:00,139.03,2022-10-15 22:00:00+02:00
2022-10-15 23:00:00+02:00,129.76,2022-10-15 23:00:00+02:00
2022-10-16 00:00:00+02:00,92.1,2022-10-16 00:00:00+02:00
2022-10-16 01:00:00+02:00,70.99,2022-10-16 01:00:00+02:00
2022-10-16 02:00:00+02:00,72.04,2022-10-16 02:00:00+02:00
2022-10-16 03:00:00+02:00,68.75,2022-10-16 03:00:00+02:00
2022-10-16 04:00:00+02:00,79.12,2022-10-16 04:00:00+02:00
2022-10-16 05:00:00+02:00,73.1,2022-10-16 05:00:00+02:00
2022-10-16 06:00:00+02:00,72.17,2022-10-16 06:00:00+02:00
2022-10-16 07:00:00+02:00,75.95,2022-10-16 07:00:00+02:00
2022-10-16 08:00:00+02:00,120.0,2022-10-16 08:00:00+02:00
2022-10-16 09:00:00+02:00,100.06,2022-10-16 09:00:00+02:00
2022-10-16 10:00:00+02:00,90.27,2022-10-16 10:00:00+02:00
2022-10-16 11:00:00+02:00,85.02,2022-10-16 11:00:00+02:00
2022-10-16 12:00:00+02:00,51.01,2022-10-16 12:00:00+02:00
2022-10-16 13:00:00+02:00,14.49,2022-10-16 13:00:00+02:00
2022-10-16 14:00:00+02:00,83.9,2022-10-16 14:00:00+02:00
2022-10-16 15:00:00+02:00,114.7,2022-10-16 15:00:00+02:00
2022-10-16 16:00:00+02:00,98.9,2022-10-16 16:00:00+02:00
2022-10-16 17:00:00+02:00,167.24,2022-10-16 17:00:00+02:00
2022-10-16 18:00:00+02:00,196.13,2022-10-16 18:00:00+02:00
2022-10-16 19:00:00+02:00,223.62,2022-10-16 19:00:00+02:00
2022-10-16 20:00:00+02:00,177.07,2022-10-16 20:00:00+02:00
2022-10-16 21:00:00+02:00,144.96,2022-10-16 21:00:00+02:00
2022-10-16 22:00:00+02:00,140.04,2022-10-16 22:00:00+02:00
2022-10-16 23:00:00+02:00,134.55,2022-10-16 23:00:00+02:00
2022-10-17 00:00:00+02:00,128.31,2022-10-17 00:00:00+02:00
2022-10-17 01:00:00+02:00,114.41,2022-10-17 01:00:00+02:00
2022-10-17 02:00:00+02:00,105.65,2022-10-17 02:00:00+02:00
2022-10-17 03:00:00+02:00,89.64,2022-10-17 03:00:00+02:00
2022-10-17 04:00:00+02:00,78.23,2022-10-17 04:00:00+02:00
2022-10-17 05:00:00+02:00,101.33,2022-10-17 05:00:00+02:00
2022-10-17 06:00:00+02:00,123.01,2022-10-17 06:00:00+02:00
2022-10-17 07:00:00+02:00,154.17,2022-10-17 07:00:00+02:00
2022-10-17 08:00:00+02:00,182.42,2022-10-17 08:00:00+02:00
2022-10-17 09:00:00+02:00,161.1,2022-10-17 09:00:00+02:00
2022-10-17 10:00:00+02:00,136.8,2022-10-17 10:00:00+02:00
2022-10-17 11:00:00+02:00,137.45,2022-10-17 11:00:00+02:00
2022-10-17 12:00:00+02:00,123.02,2022-10-17 12:00:00+02:00
2022-10-17 13:00:00+02:00,132.07,2022-10-17 13:00:00+02:00
2022-10-17 14:00:00+02:00,137.27,2022-10-17 14:00:00+02:00
2022-10-17 15:00:00+02:00,140.32,2022-10-17 15:00:00+02:00
2022-10-17 16:00:00+02:00,168.77,2022-10-17 16:00:00+02:00
2022-10-17 17:00:00+02:00,221.16,2022-10-17 17:00:00+02:00
2022-10-17 18:00:00+02:00,263.25,2022-10-17 18:00:00+02:00
2022-10-17 19:00:00+02:00,268.16,2022-10-17 19:00:00+02:00
